År;Församlings-kod;Kommun;Församling;Summa, inkl. kyrkoavgift;Summa, exkl. kyrkoavgift;Kommunal-skatt;Landstings-skatt;Begravnings-avgift;Kyrkoavgift
2025;01 14;UPPLANDS VÄSBY;EDS FÖRSAMLING;32.983;32.093;19.42;12.38;0.293;0.89
2025;01 14;UPPLANDS VÄSBY;FRESTA FÖRSAMLING;32.893;32.093;19.42;12.38;0.293;0.8
2025;01 14;UPPLANDS VÄSBY;HAMMARBY FÖRSAMLING;32.953;32.093;19.42;12.38;0.293;0.86
2025;01 15;VALLENTUNA;VALLENTUNA FÖRSAMLING;32.513;31.573;18.9;12.38;0.293;0.94
2025;01 15;VALLENTUNA;ÖSSEBY FÖRSAMLING;32.718;31.573;18.9;12.38;0.293;1.145
2025;01 17;ÖSTERÅKER;LJUSTERÖ-KULLA FÖRSAMLING;30.013;29.273;16.6;12.38;0.293;0.74
2025;01 17;ÖSTERÅKER;ÖSTERÅKER-ÖSTRA RYDS FÖRSAMLING;30.013;29.273;16.6;12.38;0.293;0.74
2025;01 20;VÄRMDÖ;DJURÖ, MÖJA OCH NÄMDÖ FÖRSAMLING;32.823;31.653;18.98;12.38;0.293;1.17
2025;01 20;VÄRMDÖ;GUSTAVSBERG-INGARÖ FÖRSAMLING;32.523;31.653;18.98;12.38;0.293;0.87
2025;01 20;VÄRMDÖ;VÄRMDÖ FÖRSAMLING;32.523;31.653;18.98;12.38;0.293;0.87
2025;01 23;JÄRFÄLLA;JÄRFÄLLA FÖRSAMLING;32.603;31.913;19.24;12.38;0.293;0.69
2025;01 25;EKERÖ;ADELSÖ-MUNSÖ FÖRSAMLING;32.833;31.893;19.22;12.38;0.293;0.94
2025;01 25;EKERÖ;EKERÖ FÖRSAMLING;32.833;31.893;19.22;12.38;0.293;0.94
2025;01 25;EKERÖ;FÄRINGSÖ FÖRSAMLING;32.883;31.893;19.22;12.38;0.293;0.99
2025;01 25;EKERÖ;LOVÖ FÖRSAMLING;32.833;31.893;19.22;12.38;0.293;0.94
2025;01 26;HUDDINGE;FLEMINGSBERGS FÖRSAMLING;32.943;32.143;19.47;12.38;0.293;0.8
2025;01 26;HUDDINGE;HUDDINGE FÖRSAMLING;32.943;32.143;19.47;12.38;0.293;0.8
2025;01 26;HUDDINGE;S:T MIKAELS FÖRSAMLING;32.943;32.143;19.47;12.38;0.293;0.8
2025;01 26;HUDDINGE;TRÅNGSUND-SKOGÅS FÖRSAMLING;32.943;32.143;19.47;12.38;0.293;0.8
2025;01 27;BOTKYRKA;BOTKYRKA FÖRSAMLING;33.663;32.723;20.05;12.38;0.293;0.94
2025;01 27;BOTKYRKA;GRÖDINGE FÖRSAMLING;33.733;32.723;20.05;12.38;0.293;1.01
2025;01 28;SALEM;SALEMS FÖRSAMLING;33.182;32.343;19.67;12.38;0.293;0.839
2025;01 36;HANINGE;DALARÖ-ORNÖ-UTÖ FÖRSAMLING;32.973;32.123;19.45;12.38;0.293;0.85
2025;01 36;HANINGE;VÄSTERHANINGE-MUSKÖ FÖRSAMLING;32.973;32.123;19.45;12.38;0.293;0.85
2025;01 36;HANINGE;ÖSTERHANINGE FÖRSAMLING;32.973;32.123;19.45;12.38;0.293;0.85
2025;01 38;TYRESÖ;TYRESÖ FÖRSAMLING;32.993;32.173;19.5;12.38;0.293;0.82
2025;01 39;UPPLANDS-BRO;BRO FÖRSAMLING;33.063;32.073;19.4;12.38;0.293;0.99
2025;01 39;UPPLANDS-BRO;KUNGSÄNGEN-VÄSTRA RYDS FÖRSAMLING;32.953;32.073;19.4;12.38;0.293;0.88
2025;01 40;NYKVARN;TURINGE-TAXINGE FÖRSAMLING;33.713;32.643;19.97;12.38;0.293;1.07
2025;01 60;TÄBY;TÄBY FÖRSAMLING;31.003;30.223;17.55;12.38;0.293;0.78
2025;01 62;DANDERYD;DANDERYDS FÖRSAMLING;31.653;30.923;18.25;12.38;0.293;0.73
2025;01 63;SOLLENTUNA;SOLLENTUNA FÖRSAMLING;31.593;30.793;18.12;12.38;0.293;0.8
2025;01 80;STOCKHOLM;ADOLF FREDRIKS FÖRSAMLING;31.85;30.67;18.22;12.38;0.07;1.18
2025;01 80;STOCKHOLM;BROMMA FÖRSAMLING;31.44;30.67;18.22;12.38;0.07;0.77
2025;01 80;STOCKHOLM;BRÄNNKYRKA FÖRSAMLING;31.55;30.67;18.22;12.38;0.07;0.88
2025;01 80;STOCKHOLM;ENGELBREKTS FÖRSAMLING;31.46;30.67;18.22;12.38;0.07;0.79
2025;01 80;STOCKHOLM;ENSKEDE-ÅRSTA FÖRSAMLING;31.57;30.67;18.22;12.38;0.07;0.9
2025;01 80;STOCKHOLM;FARSTA FÖRSAMLING;31.54;30.67;18.22;12.38;0.07;0.87
2025;01 80;STOCKHOLM;FINSKA FÖRSAMLINGEN;31.61;30.67;18.22;12.38;0.07;0.94
2025;01 80;STOCKHOLM;GUSTAV VASA FÖRSAMLING;31.65;30.67;18.22;12.38;0.07;0.98
2025;01 80;STOCKHOLM;HEDVIG ELEONORA FÖRSAMLING;31.41;30.67;18.22;12.38;0.07;0.74
2025;01 80;STOCKHOLM;HOVFÖRSAMLINGEN;31.47;30.67;18.22;12.38;0.07;0.8
2025;01 80;STOCKHOLM;HÄGERSTENS FÖRSAMLING;31.435;30.67;18.22;12.38;0.07;0.765
2025;01 80;STOCKHOLM;HÄSSELBY FÖRSAMLING;31.57;30.67;18.22;12.38;0.07;0.9
2025;01 80;STOCKHOLM;HÖGALIDS FÖRSAMLING;31.64;30.67;18.22;12.38;0.07;0.97
2025;01 80;STOCKHOLM;KATARINA FÖRSAMLING;31.495;30.67;18.22;12.38;0.07;0.825
2025;01 80;STOCKHOLM;MARIA MAGDALENA FÖRSAMLING;31.54;30.67;18.22;12.38;0.07;0.87
2025;01 80;STOCKHOLM;OSCARS FÖRSAMLING;31.39;30.67;18.22;12.38;0.07;0.72
2025;01 80;STOCKHOLM;S:T JOHANNES FÖRSAMLING;31.66;30.67;18.22;12.38;0.07;0.99
2025;01 80;STOCKHOLM;S:T MATTEUS FÖRSAMLING;31.41;30.67;18.22;12.38;0.07;0.74
2025;01 80;STOCKHOLM;SKARPNÄCKS FÖRSAMLING;31.655;30.67;18.22;12.38;0.07;0.985
2025;01 80;STOCKHOLM;SKÄRHOLMENS FÖRSAMLING;31.77;30.67;18.22;12.38;0.07;1.1
2025;01 80;STOCKHOLM;SOFIA FÖRSAMLING;31.52;30.67;18.22;12.38;0.07;0.85
2025;01 80;STOCKHOLM;SPÅNGA-KISTA FÖRSAMLING;31.6;30.67;18.22;12.38;0.07;0.93
2025;01 80;STOCKHOLM;STOCKHOLMS DOMKYRKOFÖRSAMLING;31.7;30.67;18.22;12.38;0.07;1.03
2025;01 80;STOCKHOLM;TYSKA S:TA GERTRUDS FÖRSAMLING;31.45;30.67;18.22;12.38;0.07;0.78
2025;01 80;STOCKHOLM;VANTÖRS FÖRSAMLING;31.47;30.67;18.22;12.38;0.07;0.8
2025;01 80;STOCKHOLM;VÄLLINGBY FÖRSAMLING;31.57;30.67;18.22;12.38;0.07;0.9
2025;01 80;STOCKHOLM;VÄSTERLEDS FÖRSAMLING;31.43;30.67;18.22;12.38;0.07;0.76
2025;01 80;STOCKHOLM;VÄSTERMALMS FÖRSAMLING;31.37;30.67;18.22;12.38;0.07;0.7
2025;01 81;SÖDERTÄLJE;ENHÖRNA FÖRSAMLING;33.713;32.823;20.15;12.38;0.293;0.89
2025;01 81;SÖDERTÄLJE;HÖLÖ-MÖRKÖ FÖRSAMLING;33.933;32.823;20.15;12.38;0.293;1.11
2025;01 81;SÖDERTÄLJE;SÖDERTÄLJE FÖRSAMLING;33.713;32.823;20.15;12.38;0.293;0.89
2025;01 81;SÖDERTÄLJE;VÅRDINGE FÖRSAMLING;33.893;32.823;20.15;12.38;0.293;1.07
2025;01 81;SÖDERTÄLJE;YTTERJÄRNA FÖRSAMLING;33.893;32.823;20.15;12.38;0.293;1.07
2025;01 81;SÖDERTÄLJE;ÖSTERTÄLJE FÖRSAMLING;33.713;32.823;20.15;12.38;0.293;0.89
2025;01 81;SÖDERTÄLJE;ÖVERJÄRNA FÖRSAMLING;33.893;32.823;20.15;12.38;0.293;1.07
2025;01 82;NACKA;BOO FÖRSAMLING;31.403;30.553;17.88;12.38;0.293;0.85
2025;01 82;NACKA;NACKA FÖRSAMLING;31.353;30.553;17.88;12.38;0.293;0.8
2025;01 82;NACKA;SALTSJÖBADENS FÖRSAMLING;31.433;30.553;17.88;12.38;0.293;0.88
2025;01 83;SUNDBYBERG;SUNDBYBERGS FÖRSAMLING;32.648;31.923;19.25;12.38;0.293;0.725
2025;01 84;SOLNA;SOLNA FÖRSAMLING;30.733;30.043;17.37;12.38;0.293;0.69
2025;01 86;LIDINGÖ;LIDINGÖ FÖRSAMLING;30.683;30.013;17.34;12.38;0.293;0.67
2025;01 87;VAXHOLM;VAXHOLMS FÖRSAMLING;32.823;31.973;19.3;12.38;0.293;0.85
2025;01 88;NORRTÄLJE;BLIDÖ FÖRSAMLING;33.453;32.393;19.72;12.38;0.293;1.06
2025;01 88;NORRTÄLJE;EDSBRO-UNUNGE FÖRSAMLING;33.583;32.393;19.72;12.38;0.293;1.19
2025;01 88;NORRTÄLJE;ESTUNA OCH SÖDERBY-KARLS FÖRSAMLING;33.453;32.393;19.72;12.38;0.293;1.06
2025;01 88;NORRTÄLJE;FASTERNA FÖRSAMLING;33.583;32.393;19.72;12.38;0.293;1.19
2025;01 88;NORRTÄLJE;FRÖTUNA FÖRSAMLING;33.453;32.393;19.72;12.38;0.293;1.06
2025;01 88;NORRTÄLJE;GOTTRÖRA FÖRSAMLING;33.583;32.393;19.72;12.38;0.293;1.19
2025;01 88;NORRTÄLJE;HUSBY, SKEDERIDS OCH RÖ FÖRSAMLING;33.583;32.393;19.72;12.38;0.293;1.19
2025;01 88;NORRTÄLJE;HÄVERÖ-EDEBO FÖRSAMLING;33.583;32.393;19.72;12.38;0.293;1.19
2025;01 88;NORRTÄLJE;LOHÄRADS FÖRSAMLING;33.453;32.393;19.72;12.38;0.293;1.06
2025;01 88;NORRTÄLJE;LÄNNA FÖRSAMLING;33.453;32.393;19.72;12.38;0.293;1.06
2025;01 88;NORRTÄLJE;NORRTÄLJE-MALSTA FÖRSAMLING;33.453;32.393;19.72;12.38;0.293;1.06
2025;01 88;NORRTÄLJE;NÄRTUNA FÖRSAMLING;33.583;32.393;19.72;12.38;0.293;1.19
2025;01 88;NORRTÄLJE;RIALA FÖRSAMLING;33.453;32.393;19.72;12.38;0.293;1.06
2025;01 88;NORRTÄLJE;RIMBO FÖRSAMLING;33.583;32.393;19.72;12.38;0.293;1.19
2025;01 88;NORRTÄLJE;ROSLAGSBRO-VÄTÖ FÖRSAMLING;33.453;32.393;19.72;12.38;0.293;1.06
2025;01 88;NORRTÄLJE;RÅDMANSÖ FÖRSAMLING;33.453;32.393;19.72;12.38;0.293;1.06
2025;01 88;NORRTÄLJE;VÄDDÖ FÖRSAMLING;33.453;32.393;19.72;12.38;0.293;1.06
2025;01 91;SIGTUNA;HUSBY-ÄRLINGHUNDRA FÖRSAMLING;33.303;32.373;19.7;12.38;0.293;0.93
2025;01 91;SIGTUNA;NORRSUNDA FÖRSAMLING;33.303;32.373;19.7;12.38;0.293;0.93
2025;01 91;SIGTUNA;SIGTUNA FÖRSAMLING;33.493;32.373;19.7;12.38;0.293;1.12
2025;01 91;SIGTUNA;SKEPPTUNA FÖRSAMLING;33.303;32.373;19.7;12.38;0.293;0.93
2025;01 91;SIGTUNA;VALSTA FÖRSAMLING;33.303;32.373;19.7;12.38;0.293;0.93
2025;01 92;NYNÄSHAMN;NYNÄSHAMNS FÖRSAMLING;33.473;32.523;19.85;12.38;0.293;0.95
2025;01 92;NYNÄSHAMN;SORUNDA FÖRSAMLING;33.313;32.523;19.85;12.38;0.293;0.79
2025;01 92;NYNÄSHAMN;ÖSMO-TORÖ FÖRSAMLING;33.593;32.523;19.85;12.38;0.293;1.07
2025;03 05;HÅBO;HÄGGEBY FÖRSAMLING;34.713;33.593;21.59;11.71;0.293;1.12
2025;03 05;HÅBO;KALMAR-YTTERGRANS FÖRSAMLING;34.713;33.593;21.59;11.71;0.293;1.12
2025;03 05;HÅBO;SKOKLOSTERS FÖRSAMLING;34.713;33.593;21.59;11.71;0.293;1.12
2025;03 05;HÅBO;ÖVERGRANS FÖRSAMLING;34.713;33.593;21.59;11.71;0.293;1.12
2025;03 19;ÄLVKARLEBY;ÄLVKARLEBY-SKUTSKÄRS FÖRSAMLING;35.823;34.693;22.69;11.71;0.293;1.13
2025;03 30;KNIVSTA;ALSIKE FÖRSAMLING;33.943;32.913;20.91;11.71;0.293;1.03
2025;03 30;KNIVSTA;HUSBY-LÅNGHUNDRA FÖRSAMLING;33.943;32.913;20.91;11.71;0.293;1.03
2025;03 30;KNIVSTA;KNIVSTA FÖRSAMLING;33.943;32.913;20.91;11.71;0.293;1.03
2025;03 30;KNIVSTA;LAGGA FÖRSAMLING;33.943;32.913;20.91;11.71;0.293;1.03
2025;03 30;KNIVSTA;VASSUNDA FÖRSAMLING;33.943;32.913;20.91;11.71;0.293;1.03
2025;03 30;KNIVSTA;ÖSTUNA FÖRSAMLING;33.943;32.913;20.91;11.71;0.293;1.03
2025;03 31;HEBY;ENÅKERS FÖRSAMLING;35.803;34.503;22.5;11.71;0.293;1.3
2025;03 31;HEBY;HARBO FÖRSAMLING;35.823;34.503;22.5;11.71;0.293;1.32
2025;03 31;HEBY;HUDDUNGE FÖRSAMLING;35.803;34.503;22.5;11.71;0.293;1.3
2025;03 31;HEBY;NORA FÖRSAMLING;35.803;34.503;22.5;11.71;0.293;1.3
2025;03 31;HEBY;VITTINGE FÖRSAMLING;35.843;34.503;22.5;11.71;0.293;1.34
2025;03 31;HEBY;VÄSTERLÖVSTA FÖRSAMLING;35.803;34.503;22.5;11.71;0.293;1.3
2025;03 31;HEBY;ÖSTERVÅLA FÖRSAMLING;35.823;34.503;22.5;11.71;0.293;1.32
2025;03 60;TIERP;HÅLLNÄS-ÖSTERLÖVSTA FÖRSAMLING;34.713;33.293;21.29;11.71;0.293;1.42
2025;03 60;TIERP;TIERP-SÖDERFORS FÖRSAMLING;34.773;33.293;21.29;11.71;0.293;1.48
2025;03 60;TIERP;TOLFTA FÖRSAMLING;34.713;33.293;21.29;11.71;0.293;1.42
2025;03 60;TIERP;VENDEL-TEGELSMORA FÖRSAMLING;34.843;33.293;21.29;11.71;0.293;1.55
2025;03 60;TIERP;VÄSTLANDS FÖRSAMLING;34.713;33.293;21.29;11.71;0.293;1.42
2025;03 80;UPPSALA;ALMUNGE FÖRSAMLING;34.303;33.143;21.14;11.71;0.293;1.16
2025;03 80;UPPSALA;BALINGSTA FÖRSAMLING;34.343;33.143;21.14;11.71;0.293;1.2
2025;03 80;UPPSALA;BJÖRKLINGE FÖRSAMLING;34.363;33.143;21.14;11.71;0.293;1.22
2025;03 80;UPPSALA;BÄLINGEBYGDENS FÖRSAMLING;34.293;33.143;21.14;11.71;0.293;1.15
2025;03 80;UPPSALA;DALBY FÖRSAMLING;34.343;33.143;21.14;11.71;0.293;1.2
2025;03 80;UPPSALA;DANMARK-FUNBO FÖRSAMLING;34.193;33.143;21.14;11.71;0.293;1.05
2025;03 80;UPPSALA;FARINGE FÖRSAMLING;34.303;33.143;21.14;11.71;0.293;1.16
2025;03 80;UPPSALA;GAMLA UPPSALA FÖRSAMLING;34.093;33.143;21.14;11.71;0.293;0.95
2025;03 80;UPPSALA;GOTTSUNDA FÖRSAMLING;34.093;33.143;21.14;11.71;0.293;0.95
2025;03 80;UPPSALA;HAGBY FÖRSAMLING;34.343;33.143;21.14;11.71;0.293;1.2
2025;03 80;UPPSALA;HELGA TREFALDIGHETS FÖRSAMLING;34.093;33.143;21.14;11.71;0.293;0.95
2025;03 80;UPPSALA;KNUTBY-BLADÅKERS FÖRSAMLING;34.303;33.143;21.14;11.71;0.293;1.16
2025;03 80;UPPSALA;LENA FÖRSAMLING;34.243;33.143;21.14;11.71;0.293;1.1
2025;03 80;UPPSALA;NORRA HAGUNDA FÖRSAMLING;34.413;33.143;21.14;11.71;0.293;1.27
2025;03 80;UPPSALA;RAMSTA FÖRSAMLING;34.343;33.143;21.14;11.71;0.293;1.2
2025;03 80;UPPSALA;RASBO-RASBOKILS FÖRSAMLING;34.463;33.143;21.14;11.71;0.293;1.32
2025;03 80;UPPSALA;SKUTTUNGE FÖRSAMLING;34.363;33.143;21.14;11.71;0.293;1.22
2025;03 80;UPPSALA;STAVBY FÖRSAMLING;34.463;33.143;21.14;11.71;0.293;1.32
2025;03 80;UPPSALA;TENSTA FÖRSAMLING;34.243;33.143;21.14;11.71;0.293;1.1
2025;03 80;UPPSALA;TUNA FÖRSAMLING;34.463;33.143;21.14;11.71;0.293;1.32
2025;03 80;UPPSALA;UPPSALA DOMKYRKOFÖRSAMLING;34.093;33.143;21.14;11.71;0.293;0.95
2025;03 80;UPPSALA;UPPSALA-NÄS FÖRSAMLING;34.343;33.143;21.14;11.71;0.293;1.2
2025;03 80;UPPSALA;VAKSALA FÖRSAMLING;34.093;33.143;21.14;11.71;0.293;0.95
2025;03 80;UPPSALA;VIKSTA FÖRSAMLING;34.363;33.143;21.14;11.71;0.293;1.22
2025;03 80;UPPSALA;VÄSTERÅKERS FÖRSAMLING;34.343;33.143;21.14;11.71;0.293;1.2
2025;03 80;UPPSALA;ÄRENTUNA FÖRSAMLING;34.243;33.143;21.14;11.71;0.293;1.1
2025;03 81;ENKÖPING;BOGLÖSA FÖRSAMLING;34.463;33.343;21.34;11.71;0.293;1.12
2025;03 81;ENKÖPING;ENKÖPINGS FÖRSAMLING;34.463;33.343;21.34;11.71;0.293;1.12
2025;03 81;ENKÖPING;FJÄRDHUNDRA FÖRSAMLING;34.463;33.343;21.34;11.71;0.293;1.12
2025;03 81;ENKÖPING;LAGUNDA FÖRSAMLING;34.823;33.343;21.34;11.71;0.293;1.48
2025;03 81;ENKÖPING;SPARRSÄTRA-BREDS FÖRSAMLING;34.463;33.343;21.34;11.71;0.293;1.12
2025;03 81;ENKÖPING;TILLINGE OCH SÖDRA ÅSUNDA FÖRSAMLING;34.463;33.343;21.34;11.71;0.293;1.12
2025;03 81;ENKÖPING;VECKHOLMS FÖRSAMLING;34.463;33.343;21.34;11.71;0.293;1.12
2025;03 81;ENKÖPING;VILLBERGA FÖRSAMLING;34.463;33.343;21.34;11.71;0.293;1.12
2025;03 82;ÖSTHAMMAR;ALUNDA FÖRSAMLING;35.133;33.643;21.64;11.71;0.293;1.49
2025;03 82;ÖSTHAMMAR;DANNEMORABYGDENS FÖRSAMLING;35.003;33.643;21.64;11.71;0.293;1.36
2025;03 82;ÖSTHAMMAR;EKEBY FÖRSAMLING;35.063;33.643;21.64;11.71;0.293;1.42
2025;03 82;ÖSTHAMMAR;FRÖSÅKERS FÖRSAMLING;34.973;33.643;21.64;11.71;0.293;1.33
2025;03 82;ÖSTHAMMAR;SKÄFTHAMMAR-HÖKHUVUDS FÖRSAMLING;35.063;33.643;21.64;11.71;0.293;1.42
2025;03 82;ÖSTHAMMAR;ÖREGRUND-GRÄSÖ FÖRSAMLING;34.973;33.643;21.64;11.71;0.293;1.33
2025;04 28;VINGÅKER;VÄSTRA VINGÅKERS FÖRSAMLING;34.833;33.793;22.67;10.83;0.293;1.04
2025;04 28;VINGÅKER;ÖSTERÅKERS FÖRSAMLING;34.833;33.793;22.67;10.83;0.293;1.04
2025;04 61;GNESTA;DAGA FÖRSAMLING;34.563;33.243;22.12;10.83;0.293;1.32
2025;04 61;GNESTA;FRUSTUNA FÖRSAMLING;34.533;33.243;22.12;10.83;0.293;1.29
2025;04 80;NYKÖPING;KILADALENS FÖRSAMLING;33.803;32.543;21.42;10.83;0.293;1.26
2025;04 80;NYKÖPING;NYKÖPINGS FÖRSAMLING;33.713;32.543;21.42;10.83;0.293;1.17
2025;04 80;NYKÖPING;RÖNÖ FÖRSAMLING;33.923;32.543;21.42;10.83;0.293;1.38
2025;04 80;NYKÖPING;STIGTOMTA-VRENA FÖRSAMLING;34.013;32.543;21.42;10.83;0.293;1.47
2025;04 80;NYKÖPING;TUNABERGS FÖRSAMLING;34.123;32.543;21.42;10.83;0.293;1.58
2025;04 80;NYKÖPING;TYSTBERGABYGDENS FÖRSAMLING;34.133;32.543;21.42;10.83;0.293;1.59
2025;04 81;OXELÖSUND;OXELÖSUNDS FÖRSAMLING;34.383;33.343;22.22;10.83;0.293;1.04
2025;04 82;FLEN;BETTNA FÖRSAMLING;34.753;33.393;22.27;10.83;0.293;1.36
2025;04 82;FLEN;DUNKER-LILLA MALMA FÖRSAMLING;34.853;33.393;22.27;10.83;0.293;1.46
2025;04 82;FLEN;FLEN, HELGESTA-HYLTINGE FÖRSAMLING;34.533;33.393;22.27;10.83;0.293;1.14
2025;04 82;FLEN;MELLÖSA FÖRSAMLING;34.863;33.393;22.27;10.83;0.293;1.47
2025;04 83;KATRINEHOLM;BJÖRKVIKS FÖRSAMLING;34.683;33.243;22.12;10.83;0.293;1.44
2025;04 83;KATRINEHOLM;KATRINEHOLMSBYGDENS FÖRSAMLING;34.293;33.243;22.12;10.83;0.293;1.05
2025;04 84;ESKILSTUNA;HUSBY-REKARNE FÖRSAMLING;34.163;33.143;22.02;10.83;0.293;1.02
2025;04 84;ESKILSTUNA;HÄLLBY FÖRSAMLING MED TUMBO OCH RÅBY-REKARNE;34.283;33.143;22.02;10.83;0.293;1.14
2025;04 84;ESKILSTUNA;KAFJÄRDENS FÖRSAMLING;34.083;33.143;22.02;10.83;0.293;0.94
2025;04 84;ESKILSTUNA;NÄSHULTA FÖRSAMLING;34.163;33.143;22.02;10.83;0.293;1.02
2025;04 84;ESKILSTUNA;S:T ANSGARS FÖRSAMLING;34.123;33.143;22.02;10.83;0.293;0.98
2025;04 84;ESKILSTUNA;S:T JOHANNES FÖRSAMLING;34.123;33.143;22.02;10.83;0.293;0.98
2025;04 84;ESKILSTUNA;STENKVISTA-ÄRLA FÖRSAMLING;34.373;33.143;22.02;10.83;0.293;1.23
2025;04 84;ESKILSTUNA;TORSHÄLLA FÖRSAMLING;34.083;33.143;22.02;10.83;0.293;0.94
2025;04 84;ESKILSTUNA;TUNAFORS FÖRSAMLING;34.123;33.143;22.02;10.83;0.293;0.98
2025;04 84;ESKILSTUNA;VÄSTRA REKARNE FÖRSAMLING;34.123;33.143;22.02;10.83;0.293;0.98
2025;04 86;STRÄNGNÄS;MARIEFREDS FÖRSAMLING;33.903;32.793;21.67;10.83;0.293;1.11
2025;04 86;STRÄNGNÄS;STALLARHOLMENS FÖRSAMLING;34.193;32.793;21.67;10.83;0.293;1.4
2025;04 86;STRÄNGNÄS;STRÄNGNÄS DOMKYRKOFÖRSAMLING MED ASPÖ;33.813;32.793;21.67;10.83;0.293;1.02
2025;04 86;STRÄNGNÄS;VÅRFRUBERGA-HÄRADS FÖRSAMLING;34.213;32.793;21.67;10.83;0.293;1.42
2025;04 86;STRÄNGNÄS;ÅKER-LÄNNA FÖRSAMLING;34.083;32.793;21.67;10.83;0.293;1.29
2025;04 88;TROSA;TROSA FÖRSAMLING;33.393;32.423;21.3;10.83;0.293;0.97
2025;05 09;ÖDESHÖG;ÖDESHÖGS FÖRSAMLING;35.393;34.243;22.4;11.55;0.293;1.15
2025;05 12;YDRE;NORRA YDRE FÖRSAMLING;35.923;34.393;22.55;11.55;0.293;1.53
2025;05 12;YDRE;SUND-SVINHULTS FÖRSAMLING;35.923;34.393;22.55;11.55;0.293;1.53
2025;05 12;YDRE;VÄSTRA RYDS FÖRSAMLING;35.923;34.393;22.55;11.55;0.293;1.53
2025;05 13;KINDA;HORNS FÖRSAMLING;34.583;33.293;21.45;11.55;0.293;1.29
2025;05 13;KINDA;HYCKLINGE FÖRSAMLING;34.583;33.293;21.45;11.55;0.293;1.29
2025;05 13;KINDA;KISA FÖRSAMLING;34.583;33.293;21.45;11.55;0.293;1.29
2025;05 13;KINDA;RIMFORSA FÖRSAMLING;34.743;33.293;21.45;11.55;0.293;1.45
2025;05 13;KINDA;TIDERSRUMS FÖRSAMLING;34.583;33.293;21.45;11.55;0.293;1.29
2025;05 13;KINDA;VÄSTRA ENEBY FÖRSAMLING;34.583;33.293;21.45;11.55;0.293;1.29
2025;05 60;BOXHOLM;BOXHOLMS FÖRSAMLING;34.813;33.663;21.82;11.55;0.293;1.15
2025;05 61;ÅTVIDABERG;ÅTVIDS FÖRSAMLING;35.513;34.233;22.39;11.55;0.293;1.28
2025;05 62;FINSPÅNG;FINSPÅNGS FÖRSAMLING;35.143;33.993;22.15;11.55;0.293;1.15
2025;05 63;VALDEMARSVIK;RINGARUMS FÖRSAMLING;35.673;34.323;22.48;11.55;0.293;1.35
2025;05 63;VALDEMARSVIK;VALDEMARSVIKS FÖRSAMLING;35.673;34.323;22.48;11.55;0.293;1.35
2025;05 80;LINKÖPING;GOTTFRIDSBERGS FÖRSAMLING;33.183;32.043;20.2;11.55;0.293;1.14
2025;05 80;LINKÖPING;KÄRNA FÖRSAMLING;33.243;32.043;20.2;11.55;0.293;1.2
2025;05 80;LINKÖPING;LAMBOHOVS FÖRSAMLING;33.304;32.043;20.2;11.55;0.293;1.261
2025;05 80;LINKÖPING;LANDERYDS FÖRSAMLING;33.183;32.043;20.2;11.55;0.293;1.14
2025;05 80;LINKÖPING;LINKÖPINGS BERGA FÖRSAMLING;33.183;32.043;20.2;11.55;0.293;1.14
2025;05 80;LINKÖPING;LINKÖPINGS DOMKYRKOFÖRSAMLING;33.183;32.043;20.2;11.55;0.293;1.14
2025;05 80;LINKÖPING;LINKÖPINGS JOHANNELUNDS FÖRSAMLING;33.183;32.043;20.2;11.55;0.293;1.14
2025;05 80;LINKÖPING;LINKÖPINGS RYDS FÖRSAMLING;33.183;32.043;20.2;11.55;0.293;1.14
2025;05 80;LINKÖPING;LINKÖPINGS S:T LARS FÖRSAMLING;33.183;32.043;20.2;11.55;0.293;1.14
2025;05 80;LINKÖPING;LINKÖPINGS SKÄGGETORPS FÖRSAMLING;33.183;32.043;20.2;11.55;0.293;1.14
2025;05 80;LINKÖPING;NYKIL-GAMMALKILS FÖRSAMLING;33.304;32.043;20.2;11.55;0.293;1.261
2025;05 80;LINKÖPING;SKEDA FÖRSAMLING;33.304;32.043;20.2;11.55;0.293;1.261
2025;05 80;LINKÖPING;SLAKA FÖRSAMLING;33.304;32.043;20.2;11.55;0.293;1.261
2025;05 80;LINKÖPING;TANNEFORS FÖRSAMLING;33.183;32.043;20.2;11.55;0.293;1.14
2025;05 80;LINKÖPING;ULRIKA FÖRSAMLING;33.304;32.043;20.2;11.55;0.293;1.261
2025;05 80;LINKÖPING;VIKINGSTADS FÖRSAMLING;33.143;32.043;20.2;11.55;0.293;1.1
2025;05 80;LINKÖPING;VISTS FÖRSAMLING;33.463;32.043;20.2;11.55;0.293;1.42
2025;05 80;LINKÖPING;VRETA KLOSTERS FÖRSAMLING;33.253;32.043;20.2;11.55;0.293;1.21
2025;05 80;LINKÖPING;VÅRDNÄS FÖRSAMLING;33.463;32.043;20.2;11.55;0.293;1.42
2025;05 80;LINKÖPING;ÅKERBO FÖRSAMLING;33.303;32.043;20.2;11.55;0.293;1.26
2025;05 81;NORRKÖPING;JONSBERGS FÖRSAMLING;35.093;33.593;21.75;11.55;0.293;1.5
2025;05 81;NORRKÖPING;KOLMÅRDENS FÖRSAMLING;34.563;33.593;21.75;11.55;0.293;0.97
2025;05 81;NORRKÖPING;NORRKÖPINGS BORGS FÖRSAMLING;34.563;33.593;21.75;11.55;0.293;0.97
