År;Församlings-kod;Kommun;Församling;Summa, inkl. kyrkoavgift;Summa, exkl. kyrkoavgift;Kommunal-skatt;Landstings-skatt;Begravnings-avgift;Kyrkoavgift
2025;14 73;TÖREBODA;FREDSBERG-BÄCKS FÖRSAMLING;34.768;33.493;21.72;11.48;0.293;1.275
2025;14 73;TÖREBODA;FÄGRE FÖRSAMLING;34.768;33.493;21.72;11.48;0.293;1.275
2025;14 73;TÖREBODA;HOVA-ÄLGARÅS FÖRSAMLING;34.768;33.493;21.72;11.48;0.293;1.275
2025;14 73;TÖREBODA;TÖREBODA FÖRSAMLING;34.768;33.493;21.72;11.48;0.293;1.275
2025;14 80;GÖTEBORG;ANGEREDS FÖRSAMLING;33.743;32.893;21.12;11.48;0.293;0.85
2025;14 80;GÖTEBORG;ASKIMS FÖRSAMLING;33.743;32.893;21.12;11.48;0.293;0.85
2025;14 80;GÖTEBORG;BACKA FÖRSAMLING;33.743;32.893;21.12;11.48;0.293;0.85
2025;14 80;GÖTEBORG;BERGSJÖNS FÖRSAMLING;33.743;32.893;21.12;11.48;0.293;0.85
2025;14 80;GÖTEBORG;BJÖRKEKÄRRS FÖRSAMLING;33.743;32.893;21.12;11.48;0.293;0.85
2025;14 80;GÖTEBORG;DOMKYRKOFÖRSAMLINGEN I GÖTEBORG;33.743;32.893;21.12;11.48;0.293;0.85
2025;14 80;GÖTEBORG;GÖTEBORGS ANNEDALS FÖRSAMLING;33.743;32.893;21.12;11.48;0.293;0.85
2025;14 80;GÖTEBORG;GÖTEBORGS CARL JOHANS FÖRSAMLING;33.743;32.893;21.12;11.48;0.293;0.85
2025;14 80;GÖTEBORG;GÖTEBORGS HAGA FÖRSAMLING;33.743;32.893;21.12;11.48;0.293;0.85
2025;14 80;GÖTEBORG;GÖTEBORGS JOHANNEBERGS FÖRSAMLING;33.743;32.893;21.12;11.48;0.293;0.85
2025;14 80;GÖTEBORG;GÖTEBORGS MASTHUGGS FÖRSAMLING;33.743;32.893;21.12;11.48;0.293;0.85
2025;14 80;GÖTEBORG;GÖTEBORGS OSCAR FREDRIKS FÖRSAMLING;33.743;32.893;21.12;11.48;0.293;0.85
2025;14 80;GÖTEBORG;GÖTEBORGS S:T PAULI FÖRSAMLING;33.743;32.893;21.12;11.48;0.293;0.85
2025;14 80;GÖTEBORG;GÖTEBORGS VASA FÖRSAMLING;33.743;32.893;21.12;11.48;0.293;0.85
2025;14 80;GÖTEBORG;HÄRLANDA FÖRSAMLING;33.743;32.893;21.12;11.48;0.293;0.85
2025;14 80;GÖTEBORG;HÖGSBO FÖRSAMLING;33.743;32.893;21.12;11.48;0.293;0.85
2025;14 80;GÖTEBORG;KORTEDALA FÖRSAMLING;33.743;32.893;21.12;11.48;0.293;0.85
2025;14 80;GÖTEBORG;LUNDBY FÖRSAMLING;33.743;32.893;21.12;11.48;0.293;0.85
2025;14 80;GÖTEBORG;NYLÖSE FÖRSAMLING;33.743;32.893;21.12;11.48;0.293;0.85
2025;14 80;GÖTEBORG;NÄSETS FÖRSAMLING;33.743;32.893;21.12;11.48;0.293;0.85
2025;14 80;GÖTEBORG;STYRSÖ FÖRSAMLING;33.743;32.893;21.12;11.48;0.293;0.85
2025;14 80;GÖTEBORG;TORSLANDA-BJÖRLANDA FÖRSAMLING;33.743;32.893;21.12;11.48;0.293;0.85
2025;14 80;GÖTEBORG;TUVE-SÄVE FÖRSAMLING;33.743;32.893;21.12;11.48;0.293;0.85
2025;14 80;GÖTEBORG;TYNNEREDS FÖRSAMLING;33.743;32.893;21.12;11.48;0.293;0.85
2025;14 80;GÖTEBORG;TYSKA CHRISTINAE FÖRSAMLING;33.743;32.893;21.12;11.48;0.293;0.85
2025;14 80;GÖTEBORG;VÄSTRA FRÖLUNDA FÖRSAMLING;33.743;32.893;21.12;11.48;0.293;0.85
2025;14 80;GÖTEBORG;ÄLVSBORGS FÖRSAMLING;33.743;32.893;21.12;11.48;0.293;0.85
2025;14 80;GÖTEBORG;ÖRGRYTE FÖRSAMLING;33.743;32.893;21.12;11.48;0.293;0.85
2025;14 81;MÖLNDAL;FÄSSBERGS FÖRSAMLING;33.083;32.283;20.51;11.48;0.293;0.8
2025;14 81;MÖLNDAL;KÅLLEREDS FÖRSAMLING;33.083;32.283;20.51;11.48;0.293;0.8
2025;14 81;MÖLNDAL;LINDOME FÖRSAMLING;33.023;32.283;20.51;11.48;0.293;0.74
2025;14 81;MÖLNDAL;STENSJÖNS FÖRSAMLING;33.083;32.283;20.51;11.48;0.293;0.8
2025;14 82;KUNGÄLV;HARESTADS FÖRSAMLING;34.373;33.213;21.44;11.48;0.293;1.16
2025;14 82;KUNGÄLV;HÅLTA FÖRSAMLING;34.373;33.213;21.44;11.48;0.293;1.16
2025;14 82;KUNGÄLV;KAREBY FÖRSAMLING;34.323;33.213;21.44;11.48;0.293;1.11
2025;14 82;KUNGÄLV;KUNGÄLV-YTTERBY FÖRSAMLING;34.153;33.213;21.44;11.48;0.293;0.94
2025;14 82;KUNGÄLV;LYCKE FÖRSAMLING;34.373;33.213;21.44;11.48;0.293;1.16
2025;14 82;KUNGÄLV;MARSTRANDS FÖRSAMLING;34.373;33.213;21.44;11.48;0.293;1.16
2025;14 82;KUNGÄLV;ROMELANDA FÖRSAMLING;34.323;33.213;21.44;11.48;0.293;1.11
2025;14 82;KUNGÄLV;SOLBERGA FÖRSAMLING;34.373;33.213;21.44;11.48;0.293;1.16
2025;14 82;KUNGÄLV;TORSBY FÖRSAMLING;34.373;33.213;21.44;11.48;0.293;1.16
2025;14 84;LYSEKIL;LYSEKILS NORRA FÖRSAMLING;35.523;34.233;22.46;11.48;0.293;1.29
2025;14 84;LYSEKIL;LYSEKILS SÖDRA FÖRSAMLING;35.523;34.233;22.46;11.48;0.293;1.29
2025;14 85;UDDEVALLA;BOKENÄSETS FÖRSAMLING;35.253;33.933;22.16;11.48;0.293;1.32
2025;14 85;UDDEVALLA;BÄVE FÖRSAMLING;35.143;33.933;22.16;11.48;0.293;1.21
2025;14 85;UDDEVALLA;DALABERGS FÖRSAMLING;35.143;33.933;22.16;11.48;0.293;1.21
2025;14 85;UDDEVALLA;HERRESTADS FÖRSAMLING;35.143;33.933;22.16;11.48;0.293;1.21
2025;14 85;UDDEVALLA;LANE-RYRS FÖRSAMLING;35.143;33.933;22.16;11.48;0.293;1.21
2025;14 85;UDDEVALLA;LJUNGSKILE FÖRSAMLING;35.073;33.933;22.16;11.48;0.293;1.14
2025;14 85;UDDEVALLA;UDDEVALLA FÖRSAMLING;35.143;33.933;22.16;11.48;0.293;1.21
2025;14 86;STRÖMSTAD;IDEFJORDENS FÖRSAMLING;34.903;33.683;21.91;11.48;0.293;1.22
2025;14 86;STRÖMSTAD;SKEE-TJÄRNÖ FÖRSAMLING;34.903;33.683;21.91;11.48;0.293;1.22
2025;14 86;STRÖMSTAD;STRÖMSTADS FÖRSAMLING;34.903;33.683;21.91;11.48;0.293;1.22
2025;14 87;VÄNERSBORG;BRÅLANDABYGDENS FÖRSAMLING;35.378;33.983;22.21;11.48;0.293;1.395
2025;14 87;VÄNERSBORG;FRÄNDEFORS FÖRSAMLING;35.138;33.983;22.21;11.48;0.293;1.155
2025;14 87;VÄNERSBORG;VÄNERSBORG OCH VÄNE-RYRS FÖRSAMLING;35.038;33.983;22.21;11.48;0.293;1.055
2025;14 87;VÄNERSBORG;VÄNERSNÄS FÖRSAMLING;35.208;33.983;22.21;11.48;0.293;1.225
2025;14 87;VÄNERSBORG;VÄSTRA TUNHEMS FÖRSAMLING;35.208;33.983;22.21;11.48;0.293;1.225
2025;14 88;TROLLHÄTTAN;BJÄRKE FÖRSAMLING;35.698;34.133;22.36;11.48;0.293;1.565
2025;14 88;TROLLHÄTTAN;GÄRDHEMS FÖRSAMLING;35.358;34.133;22.36;11.48;0.293;1.225
2025;14 88;TROLLHÄTTAN;ROMMELE FÖRSAMLING;35.258;34.133;22.36;11.48;0.293;1.125
2025;14 88;TROLLHÄTTAN;TROLLHÄTTANS FÖRSAMLING;35.168;34.133;22.36;11.48;0.293;1.035
2025;14 88;TROLLHÄTTAN;ÅSAKA-BJÖRKE FÖRSAMLING;35.358;34.133;22.36;11.48;0.293;1.225
2025;14 89;ALINGSÅS;ALINGSÅS FÖRSAMLING;34.248;33.133;21.36;11.48;0.293;1.115
2025;14 89;ALINGSÅS;BJÄRKE FÖRSAMLING;34.698;33.133;21.36;11.48;0.293;1.565
2025;14 89;ALINGSÅS;HEMSJÖ FÖRSAMLING;34.248;33.133;21.36;11.48;0.293;1.115
2025;14 89;ALINGSÅS;ÖDENÄS FÖRSAMLING;34.248;33.133;21.36;11.48;0.293;1.115
2025;14 90;BORÅS;BORÅS CAROLI FÖRSAMLING;34.078;33.083;21.31;11.48;0.293;0.995
2025;14 90;BORÅS;BORÅS GUSTAV ADOLFS FÖRSAMLING;34.078;33.083;21.31;11.48;0.293;0.995
2025;14 90;BORÅS;BRÄMHULTS FÖRSAMLING;34.078;33.083;21.31;11.48;0.293;0.995
2025;14 90;BORÅS;FRISTADS FÖRSAMLING;34.288;33.083;21.31;11.48;0.293;1.205
2025;14 90;BORÅS;KINNARUMMA FÖRSAMLING;34.388;33.083;21.31;11.48;0.293;1.305
2025;14 90;BORÅS;SANDHULT-BREDAREDS FÖRSAMLING;34.228;33.083;21.31;11.48;0.293;1.145
2025;14 90;BORÅS;SEGLORA FÖRSAMLING;34.388;33.083;21.31;11.48;0.293;1.305
2025;14 90;BORÅS;TOARPS FÖRSAMLING;34.498;33.083;21.31;11.48;0.293;1.415
2025;14 91;ULRICEHAMN;HÄLLSTADS FÖRSAMLING;34.173;32.823;21.05;11.48;0.293;1.35
2025;14 91;ULRICEHAMN;HÖSSNA FÖRSAMLING;34.173;32.823;21.05;11.48;0.293;1.35
2025;14 91;ULRICEHAMN;REDVÄGS FÖRSAMLING;34.173;32.823;21.05;11.48;0.293;1.35
2025;14 91;ULRICEHAMN;SÖDRA VINGS FÖRSAMLING;34.173;32.823;21.05;11.48;0.293;1.35
2025;14 91;ULRICEHAMN;TIMMELE FÖRSAMLING;34.173;32.823;21.05;11.48;0.293;1.35
2025;14 91;ULRICEHAMN;ULRICEHAMNS FÖRSAMLING;34.173;32.823;21.05;11.48;0.293;1.35
2025;14 91;ULRICEHAMN;ÅSUNDENS FÖRSAMLING;34.173;32.823;21.05;11.48;0.293;1.35
2025;14 92;ÅMÅL;ÅMÅLS FÖRSAMLING;35.508;34.233;22.46;11.48;0.293;1.275
2025;14 93;MARIESTAD;LUGNÅS FÖRSAMLING;34.388;33.033;21.26;11.48;0.293;1.355
2025;14 93;MARIESTAD;LYRESTADS FÖRSAMLING;34.368;33.033;21.26;11.48;0.293;1.335
2025;14 93;MARIESTAD;MARIESTADS FÖRSAMLING;34.088;33.033;21.26;11.48;0.293;1.055
2025;14 93;MARIESTAD;ULLERVADS FÖRSAMLING;34.388;33.033;21.26;11.48;0.293;1.355
2025;14 94;LIDKÖPING;JÄRPÅS FÖRSAMLING;34.618;33.033;21.26;11.48;0.293;1.585
2025;14 94;LIDKÖPING;KÅLLANDS-RÅDA FÖRSAMLING;34.618;33.033;21.26;11.48;0.293;1.585
2025;14 94;LIDKÖPING;LIDKÖPINGS FÖRSAMLING;34.248;33.033;21.26;11.48;0.293;1.215
2025;14 94;LIDKÖPING;SUNNERSBERGS FÖRSAMLING;34.338;33.033;21.26;11.48;0.293;1.305
2025;14 94;LIDKÖPING;SÄVARE FÖRSAMLING;34.408;33.033;21.26;11.48;0.293;1.375
2025;14 94;LIDKÖPING;ÖRSLÖSA FÖRSAMLING;34.618;33.033;21.26;11.48;0.293;1.585
2025;14 95;SKARA;ARDALA FÖRSAMLING;34.938;33.673;21.9;11.48;0.293;1.265
2025;14 95;SKARA;SKARA DOMKYRKOFÖRSAMLING;34.938;33.673;21.9;11.48;0.293;1.265
2025;14 95;SKARA;VALLE FÖRSAMLING;34.938;33.673;21.9;11.48;0.293;1.265
2025;14 96;SKÖVDE;BERGS FÖRSAMLING;34.768;33.383;21.61;11.48;0.293;1.385
2025;14 96;SKÖVDE;FRÖSVE FÖRSAMLING;34.768;33.383;21.61;11.48;0.293;1.385
2025;14 96;SKÖVDE;GÖTLUNDA FÖRSAMLING;34.768;33.383;21.61;11.48;0.293;1.385
2025;14 96;SKÖVDE;SKULTORPS FÖRSAMLING;34.558;33.383;21.61;11.48;0.293;1.175
2025;14 96;SKÖVDE;SKÖVDE FÖRSAMLING;34.558;33.383;21.61;11.48;0.293;1.175
2025;14 96;SKÖVDE;SVENTORP-FORSBY FÖRSAMLING;34.778;33.383;21.61;11.48;0.293;1.395
2025;14 96;SKÖVDE;VÄRINGS FÖRSAMLING;34.768;33.383;21.61;11.48;0.293;1.385
2025;14 96;SKÖVDE;VÄRSÅS-VAROLA-VRETENS FÖRSAMLING;34.778;33.383;21.61;11.48;0.293;1.395
2025;14 97;HJO;FÅGELÅS FÖRSAMLING;34.848;33.773;22.0;11.48;0.293;1.075
2025;14 97;HJO;HJO FÖRSAMLING;34.848;33.773;22.0;11.48;0.293;1.075
2025;14 97;HJO;KORSBERGA-FRIDENE FÖRSAMLING;34.848;33.773;22.0;11.48;0.293;1.075
2025;14 97;HJO;MOFALLA FÖRSAMLING;34.848;33.773;22.0;11.48;0.293;1.075
2025;14 98;TIDAHOLM;FRÖJEREDS FÖRSAMLING;35.228;33.843;22.07;11.48;0.293;1.385
2025;14 98;TIDAHOLM;HÖKENSÅS FÖRSAMLING;35.228;33.843;22.07;11.48;0.293;1.385
2025;14 98;TIDAHOLM;TIDAHOLMS FÖRSAMLING;35.228;33.843;22.07;11.48;0.293;1.385
2025;14 98;TIDAHOLM;VALSTADS FÖRSAMLING;35.228;33.843;22.07;11.48;0.293;1.385
2025;14 98;TIDAHOLM;VARVS FÖRSAMLING;35.228;33.843;22.07;11.48;0.293;1.385
2025;14 99;FALKÖPING;DALA-BORGUNDA-HÖGSTENA FÖRSAMLING;35.378;33.723;21.95;11.48;0.293;1.655
2025;14 99;FALKÖPING;FALKÖPINGS FÖRSAMLING;35.018;33.723;21.95;11.48;0.293;1.295
2025;14 99;FALKÖPING;FLOBY FÖRSAMLING;35.398;33.723;21.95;11.48;0.293;1.675
2025;14 99;FALKÖPING;GUDHEMS FÖRSAMLING;35.378;33.723;21.95;11.48;0.293;1.655
2025;14 99;FALKÖPING;HORNBORGA FÖRSAMLING;35.378;33.723;21.95;11.48;0.293;1.655
2025;14 99;FALKÖPING;KINNEVEDS FÖRSAMLING;35.398;33.723;21.95;11.48;0.293;1.675
2025;14 99;FALKÖPING;MÖSSEBERGS FÖRSAMLING;35.018;33.723;21.95;11.48;0.293;1.295
2025;14 99;FALKÖPING;SLÖTA-KARLEBY FÖRSAMLING;35.018;33.723;21.95;11.48;0.293;1.295
2025;14 99;FALKÖPING;STENSTORPS FÖRSAMLING;35.378;33.723;21.95;11.48;0.293;1.655
2025;14 99;FALKÖPING;YLLESTADS FÖRSAMLING;35.018;33.723;21.95;11.48;0.293;1.295
2025;14 99;FALKÖPING;ÅSARPS FÖRSAMLING;35.398;33.723;21.95;11.48;0.293;1.675
2025;14 99;FALKÖPING;ÅSLEBYGDENS FÖRSAMLING;35.018;33.723;21.95;11.48;0.293;1.295
2025;17 15;KIL;BODA FÖRSAMLING;36.038;34.923;22.35;12.28;0.293;1.115
2025;17 15;KIL;FRYKERUDS FÖRSAMLING;36.038;34.923;22.35;12.28;0.293;1.115
2025;17 15;KIL;STORA KILS FÖRSAMLING;36.038;34.923;22.35;12.28;0.293;1.115
2025;17 30;EDA;EDA FÖRSAMLING;36.168;34.843;22.27;12.28;0.293;1.325
2025;17 30;EDA;JÄRNSKOG-SKILLINGMARKS FÖRSAMLING;36.168;34.843;22.27;12.28;0.293;1.325
2025;17 30;EDA;KÖLA FÖRSAMLING;36.168;34.843;22.27;12.28;0.293;1.325
2025;17 37;TORSBY;FRYKSÄNDE FÖRSAMLING;35.858;34.593;22.02;12.28;0.293;1.265
2025;17 37;TORSBY;LEKVATTNETS FÖRSAMLING;35.858;34.593;22.02;12.28;0.293;1.265
2025;17 37;TORSBY;VITSANDS FÖRSAMLING;35.858;34.593;22.02;12.28;0.293;1.265
2025;17 37;TORSBY;ÖSTMARKS FÖRSAMLING;35.858;34.593;22.02;12.28;0.293;1.265
2025;17 37;TORSBY;ÖVRE ÄLVDALS FÖRSAMLING;35.983;34.593;22.02;12.28;0.293;1.39
2025;17 60;STORFORS;STORFORS FÖRSAMLING;36.608;35.273;22.7;12.28;0.293;1.335
2025;17 61;HAMMARÖ;HAMMARÖ FÖRSAMLING;36.318;35.493;22.92;12.28;0.293;0.825
2025;17 62;MUNKFORS;FORSHAGA-MUNKFORS FÖRSAMLING;35.698;34.593;22.02;12.28;0.293;1.105
2025;17 63;FORSHAGA;FORSHAGA-MUNKFORS FÖRSAMLING;36.028;34.923;22.35;12.28;0.293;1.105
2025;17 64;GRUMS;ED-BORGVIKS FÖRSAMLING;36.368;35.073;22.5;12.28;0.293;1.295
2025;17 64;GRUMS;GRUMS FÖRSAMLING;36.368;35.073;22.5;12.28;0.293;1.295
2025;17 64;GRUMS;VÄRMSKOGS FÖRSAMLING;36.368;35.073;22.5;12.28;0.293;1.295
2025;17 65;ÅRJÄNG;BLOMSKOGS FÖRSAMLING;36.213;34.543;21.97;12.28;0.293;1.67
2025;17 65;ÅRJÄNG;HOLMEDAL-KARLANDA FÖRSAMLING;36.213;34.543;21.97;12.28;0.293;1.67
2025;17 65;ÅRJÄNG;SILBODALS FÖRSAMLING;36.213;34.543;21.97;12.28;0.293;1.67
2025;17 65;ÅRJÄNG;SILLERUDS FÖRSAMLING;36.213;34.543;21.97;12.28;0.293;1.67
2025;17 65;ÅRJÄNG;TRANKILS FÖRSAMLING;36.213;34.543;21.97;12.28;0.293;1.67
2025;17 65;ÅRJÄNG;TÖCKSMARKS FÖRSAMLING;36.213;34.543;21.97;12.28;0.293;1.67
2025;17 65;ÅRJÄNG;VÄSTRA FÅGELVIKS FÖRSAMLING;36.213;34.543;21.97;12.28;0.293;1.67
2025;17 65;ÅRJÄNG;ÖSTERVALLSKOGS FÖRSAMLING;36.213;34.543;21.97;12.28;0.293;1.67
2025;17 66;SUNNE;GRÄSMARKS FÖRSAMLING;35.478;34.193;21.62;12.28;0.293;1.285
2025;17 66;SUNNE;LYSVIKS FÖRSAMLING;35.588;34.193;21.62;12.28;0.293;1.395
2025;17 66;SUNNE;SUNNE FÖRSAMLING;35.478;34.193;21.62;12.28;0.293;1.285
2025;17 66;SUNNE;VÄSTRA ÄMTERVIKS FÖRSAMLING;35.478;34.193;21.62;12.28;0.293;1.285
2025;17 66;SUNNE;ÖSTRA ÄMTERVIKS FÖRSAMLING;35.478;34.193;21.62;12.28;0.293;1.285
2025;17 80;KARLSTAD;ALSTER-NYEDSBYGDENS FÖRSAMLING;34.833;33.843;21.27;12.28;0.293;0.99
2025;17 80;KARLSTAD;GRAVA FÖRSAMLING;34.758;33.843;21.27;12.28;0.293;0.915
2025;17 80;KARLSTAD;KARLSTADS DOMKYRKOFÖRSAMLING;34.833;33.843;21.27;12.28;0.293;0.99
2025;17 80;KARLSTAD;NORRSTRANDS FÖRSAMLING;34.833;33.843;21.27;12.28;0.293;0.99
2025;17 80;KARLSTAD;NOR-SEGERSTADS FÖRSAMLING;34.908;33.843;21.27;12.28;0.293;1.065
2025;17 80;KARLSTAD;VÄSE-FÅGELVIKS FÖRSAMLING;34.833;33.843;21.27;12.28;0.293;0.99
2025;17 80;KARLSTAD;VÄSTERSTRANDS FÖRSAMLING;34.833;33.843;21.27;12.28;0.293;0.99
2025;17 81;KRISTINEHAMN;KRISTINEHAMNS FÖRSAMLING;35.718;34.543;21.97;12.28;0.293;1.175
2025;17 82;FILIPSTAD;FILIPSTADS FÖRSAMLING;36.208;34.843;22.27;12.28;0.293;1.365
2025;17 83;HAGFORS;EKSHÄRADS FÖRSAMLING;35.768;34.593;22.02;12.28;0.293;1.175
2025;17 83;HAGFORS;HAGFORS-GUSTAV ADOLFS FÖRSAMLING;35.798;34.593;22.02;12.28;0.293;1.205
2025;17 83;HAGFORS;NORRA RÅDA-SUNNEMO FÖRSAMLING;35.798;34.593;22.02;12.28;0.293;1.205
2025;17 84;ARVIKA;ARVIKA-NY FÖRSAMLING;35.608;34.323;21.75;12.28;0.293;1.285
2025;17 84;ARVIKA;BRUNSKOG-MANGSKOGS FÖRSAMLING;35.608;34.323;21.75;12.28;0.293;1.285
2025;17 84;ARVIKA;GUNNARSKOGS FÖRSAMLING;35.608;34.323;21.75;12.28;0.293;1.285
2025;17 84;ARVIKA;STAVNÄS-HÖGERUDS FÖRSAMLING;35.608;34.323;21.75;12.28;0.293;1.285
2025;17 84;ARVIKA;ÄLGÅ-GLAVA FÖRSAMLING;35.608;34.323;21.75;12.28;0.293;1.285
2025;17 85;SÄFFLE;BRO FÖRSAMLING;35.378;34.093;21.52;12.28;0.293;1.285
2025;17 85;SÄFFLE;GILLBERGA FÖRSAMLING;35.378;34.093;21.52;12.28;0.293;1.285
2025;17 85;SÄFFLE;KILA FÖRSAMLING;35.378;34.093;21.52;12.28;0.293;1.285
2025;17 85;SÄFFLE;LÅNGSERUDS FÖRSAMLING;35.378;34.093;21.52;12.28;0.293;1.285
2025;17 85;SÄFFLE;NY-HUGGENÄS FÖRSAMLING;35.378;34.093;21.52;12.28;0.293;1.285
2025;17 85;SÄFFLE;SVANSKOGS FÖRSAMLING;35.378;34.093;21.52;12.28;0.293;1.285
2025;17 85;SÄFFLE;SÄFFLE FÖRSAMLING;35.378;34.093;21.52;12.28;0.293;1.285
2025;17 85;SÄFFLE;SÖDRA VÄRMLANDSNÄS FÖRSAMLING;35.378;34.093;21.52;12.28;0.293;1.285
2025;17 85;SÄFFLE;TVETA FÖRSAMLING;35.378;34.093;21.52;12.28;0.293;1.285
2025;18 14;LEKEBERG;EDSBERGS FÖRSAMLING;35.923;35.023;22.43;12.3;0.293;0.9
2025;18 14;LEKEBERG;KNISTA FÖRSAMLING;36.363;35.023;22.43;12.3;0.293;1.34
2025;18 60;LAXÅ;FINNERÖDJA-TIVEDS FÖRSAMLING;36.673;35.293;22.7;12.3;0.293;1.38
2025;18 60;LAXÅ;RAMUNDEBODA FÖRSAMLING;36.673;35.293;22.7;12.3;0.293;1.38
2025;18 60;LAXÅ;SKAGERSHULTS FÖRSAMLING;36.673;35.293;22.7;12.3;0.293;1.38
2025;18 61;HALLSBERG;HALLSBERGS FÖRSAMLING;35.153;34.143;21.55;12.3;0.293;1.01
2025;18 61;HALLSBERG;SKÖLLERSTA FÖRSAMLING;35.383;34.143;21.55;12.3;0.293;1.24
2025;18 61;HALLSBERG;VIBY FÖRSAMLING;35.353;34.143;21.55;12.3;0.293;1.21
2025;18 62;DEGERFORS;DEGERFORS-NYSUNDS FÖRSAMLING;36.518;35.593;23.0;12.3;0.293;0.925
2025;18 63;HÄLLEFORS;GRYTHYTTANS FÖRSAMLING;36.103;34.643;22.05;12.3;0.293;1.46
2025;18 63;HÄLLEFORS;HÄLLEFORS-HJULSJÖ FÖRSAMLING;36.023;34.643;22.05;12.3;0.293;1.38
2025;18 64;LJUSNARSBERG;LJUSNARSBERGS FÖRSAMLING;35.383;34.093;21.5;12.3;0.293;1.29
2025;18 80;ÖREBRO;ADOLFSBERGS FÖRSAMLING;34.843;33.943;21.35;12.3;0.293;0.9
2025;18 80;ÖREBRO;ALMBY FÖRSAMLING;34.843;33.943;21.35;12.3;0.293;0.9
2025;18 80;ÖREBRO;ASKER-LÄNNÄS FÖRSAMLING;35.283;33.943;21.35;12.3;0.293;1.34
2025;18 80;ÖREBRO;AXBERGS FÖRSAMLING;35.013;33.943;21.35;12.3;0.293;1.07
2025;18 80;ÖREBRO;GLANSHAMMARS FÖRSAMLING;35.013;33.943;21.35;12.3;0.293;1.07
2025;18 80;ÖREBRO;KVISMARE FÖRSAMLING;35.163;33.943;21.35;12.3;0.293;1.22
2025;18 80;ÖREBRO;LÄNGBRO FÖRSAMLING;34.843;33.943;21.35;12.3;0.293;0.9
2025;18 80;ÖREBRO;MIKAELS FÖRSAMLING;34.843;33.943;21.35;12.3;0.293;0.9
2025;18 80;ÖREBRO;MOSJÖ-TÄBY FÖRSAMLING;34.843;33.943;21.35;12.3;0.293;0.9
2025;18 80;ÖREBRO;TYSSLINGE FÖRSAMLING;35.053;33.943;21.35;12.3;0.293;1.11
2025;18 80;ÖREBRO;ÖREBRO NIKOLAI FÖRSAMLING;34.843;33.943;21.35;12.3;0.293;0.9
2025;18 80;ÖREBRO;ÖREBRO OLAUS PETRI FÖRSAMLING;34.843;33.943;21.35;12.3;0.293;0.9
2025;18 81;KUMLA;EKEBY FÖRSAMLING;35.153;34.133;21.54;12.3;0.293;1.02
2025;18 81;KUMLA;HARDEMO FÖRSAMLING;35.153;34.133;21.54;12.3;0.293;1.02
2025;18 81;KUMLA;KUMLA FÖRSAMLING;35.153;34.133;21.54;12.3;0.293;1.02
2025;18 82;ASKERSUND;ASKERSUND-HAMMARS FÖRSAMLING;35.533;34.443;21.85;12.3;0.293;1.09
2025;18 82;ASKERSUND;LERBÄCKS FÖRSAMLING;35.533;34.443;21.85;12.3;0.293;1.09
2025;18 82;ASKERSUND;SNAVLUNDA FÖRSAMLING;35.533;34.443;21.85;12.3;0.293;1.09
2025;18 83;KARLSKOGA;KARLSKOGA FÖRSAMLING;35.518;34.593;22.0;12.3;0.293;0.925
2025;18 84;NORA;NORA BERGSLAGSFÖRSAMLING;36.253;34.843;22.25;12.3;0.293;1.41
2025;18 85;LINDESBERG;FELLINGSBRO FÖRSAMLING;36.233;34.893;22.3;12.3;0.293;1.34
2025;18 85;LINDESBERG;LINDE BERGSLAGS FÖRSAMLING;36.173;34.893;22.3;12.3;0.293;1.28
2025;18 85;LINDESBERG;NÄSBY FÖRSAMLING;36.233;34.893;22.3;12.3;0.293;1.34
2025;19 04;SKINNSKATTEBERG;SKINNSKATTEBERG MED HED OCH GUNNILBO FÖRSAMLING;34.963;33.633;22.46;10.88;0.293;1.33
2025;19 07;SURAHAMMAR;SURA-RAMNÄS FÖRSAMLING;34.663;33.483;22.31;10.88;0.293;1.18
2025;19 60;KUNGSÖR;KUNGSÖRS FÖRSAMLING;34.433;33.203;22.03;10.88;0.293;1.23
2025;19 61;HALLSTAHAMMAR;HALLSTAHAMMAR-KOLBÄCKS FÖRSAMLING;34.103;32.983;21.81;10.88;0.293;1.12
2025;19 62;NORBERG;NORBERG-KARBENNINGS FÖRSAMLING;35.223;33.833;22.66;10.88;0.293;1.39
2025;19 80;VÄSTERÅS;DINGTUNA-LILLHÄRADS FÖRSAMLING;32.493;31.533;20.36;10.88;0.293;0.96
2025;19 80;VÄSTERÅS;GIDEONSBERGS FÖRSAMLING;32.493;31.533;20.36;10.88;0.293;0.96
2025;19 80;VÄSTERÅS;KUNGSÅRA FÖRSAMLING;32.493;31.533;20.36;10.88;0.293;0.96
2025;19 80;VÄSTERÅS;NORRBO FÖRSAMLING;32.493;31.533;20.36;10.88;0.293;0.96
2025;19 80;VÄSTERÅS;RYTTERNE FÖRSAMLING;32.493;31.533;20.36;10.88;0.293;0.96
2025;19 80;VÄSTERÅS;SKERIKE FÖRSAMLING;32.493;31.533;20.36;10.88;0.293;0.96
2025;19 80;VÄSTERÅS;TILLBERGA FÖRSAMLING;32.493;31.533;20.36;10.88;0.293;0.96
2025;19 80;VÄSTERÅS;VIKSÄNGS FÖRSAMLING;32.493;31.533;20.36;10.88;0.293;0.96
2025;19 80;VÄSTERÅS;VÄSTERÅS BADELUNDA FÖRSAMLING;32.493;31.533;20.36;10.88;0.293;0.96
